timestamp,users_holding
6/14/2020 11:40,139405
6/14/2020 12:40,139405
6/14/2020 13:40,139405
6/14/2020 14:40,139405
6/14/2020 15:40,139405
6/14/2020 16:40,139405
6/14/2020 17:40,139405
6/14/2020 18:40,139405
6/14/2020 19:40,139405
6/14/2020 20:40,139405
6/14/2020 21:40,139405
6/14/2020 22:40,139405
6/14/2020 23:40,139405
6/15/2020 0:40,139405
6/15/2020 1:40,139405
6/15/2020 2:40,139405
6/15/2020 3:40,139405
6/15/2020 4:40,139405
6/15/2020 5:40,139405
6/15/2020 6:40,139405
6/15/2020 7:40,139405
6/15/2020 8:40,139405
6/15/2020 9:40,139405
6/15/2020 10:40,139405
6/15/2020 11:40,139405
6/15/2020 12:40,139405
6/15/2020 13:40,139405
6/15/2020 14:40,140939
6/15/2020 15:40,141152
6/15/2020 16:40,141196
6/15/2020 17:40,141220
6/15/2020 18:39,141325
6/15/2020 18:47,141325
6/15/2020 18:54,141325
6/15/2020 19:02,141325
6/15/2020 19:10,141400
6/15/2020 19:17,141400
6/15/2020 19:25,141400
6/15/2020 19:33,141400
6/15/2020 19:40,141400
6/15/2020 19:48,141400
6/15/2020 19:56,141400
6/15/2020 20:04,140951
6/15/2020 20:09,140951
6/15/2020 20:16,140951
6/15/2020 20:24,140951
6/15/2020 20:32,140951
6/15/2020 20:39,140951
6/15/2020 20:47,140951
6/15/2020 20:54,140951
6/15/2020 21:02,140951
6/15/2020 21:10,141249
6/15/2020 21:18,141249
6/15/2020 21:25,141249
6/15/2020 21:33,141249
6/15/2020 21:40,141249
6/15/2020 21:48,141249
6/15/2020 22:40,141445
6/15/2020 23:40,141445
6/16/2020 0:40,141445
6/16/2020 1:40,141445
6/16/2020 2:40,141445
6/16/2020 3:40,141445
6/16/2020 4:40,141445
6/16/2020 5:40,141446
6/16/2020 6:40,141439
6/16/2020 7:40,141439
6/16/2020 8:40,141439
6/16/2020 9:40,141439
6/16/2020 10:40,141439
6/16/2020 11:40,141439
6/16/2020 12:40,141439
6/16/2020 13:40,141255
6/16/2020 14:40,141718
6/16/2020 15:40,142204
6/16/2020 16:40,142514
6/16/2020 17:40,142651
6/16/2020 18:40,142936
6/16/2020 19:40,143318
6/16/2020 20:40,143638
6/16/2020 21:40,143776
6/16/2020 22:40,143814
6/16/2020 23:40,143814
6/17/2020 0:40,143814
6/17/2020 1:40,143814
6/17/2020 2:40,143814
6/17/2020 3:40,143814
6/17/2020 4:40,143814
6/17/2020 5:40,143813
6/17/2020 6:40,143794
6/17/2020 7:40,143794
6/17/2020 8:40,143794
6/17/2020 9:40,143794
6/17/2020 10:40,143794
6/17/2020 11:40,143794
6/17/2020 12:40,143794
6/17/2020 13:40,143726
6/17/2020 14:40,146131
6/17/2020 15:40,147691
6/17/2020 16:40,148639
6/17/2020 17:40,149173
6/17/2020 18:40,149398
6/17/2020 19:40,149933
6/17/2020 20:40,151178
6/17/2020 21:40,151178
6/17/2020 22:40,151178
6/17/2020 23:40,151397
6/18/2020 0:40,151397
6/18/2020 1:40,151397
6/18/2020 2:40,151397
6/18/2020 3:40,151397
6/18/2020 4:40,151383
6/18/2020 5:40,151383
6/18/2020 6:40,151383
6/18/2020 7:40,151383
6/18/2020 8:40,151383
6/18/2020 9:40,151383
6/18/2020 10:40,151383
6/18/2020 11:40,151383
6/18/2020 12:40,151383
6/18/2020 13:40,151380
6/18/2020 14:40,152125
6/18/2020 17:02,152125
6/18/2020 17:40,152125
6/18/2020 18:40,152125
6/18/2020 19:40,152125
6/18/2020 20:40,151077
6/18/2020 21:40,150904
6/18/2020 22:40,150920
6/18/2020 23:40,150920
6/19/2020 0:40,150920
6/19/2020 1:40,150920
6/19/2020 2:40,150920
6/19/2020 3:40,150920
6/19/2020 4:40,150920
6/19/2020 5:40,150909
6/19/2020 6:40,150909
6/19/2020 7:40,150909
6/19/2020 8:40,150909
6/19/2020 9:40,150909
6/19/2020 10:40,150909
6/19/2020 11:40,150909
6/19/2020 13:06,150848
6/19/2020 13:40,150848
6/19/2020 14:40,151645
6/19/2020 15:40,151681
6/19/2020 16:40,151954
6/19/2020 17:40,152284
6/19/2020 18:40,152500
6/19/2020 19:40,152592
6/19/2020 20:40,152643
6/19/2020 21:40,152658
6/19/2020 22:40,152678
6/19/2020 23:40,152678
6/20/2020 0:40,152678
6/20/2020 1:40,152678
6/20/2020 2:40,152678
6/20/2020 3:40,152678
6/20/2020 4:40,152678
6/20/2020 5:40,152678
6/20/2020 6:40,152704
6/20/2020 7:40,152712
6/20/2020 8:40,152696
6/20/2020 9:40,152696
6/20/2020 10:40,152696
6/20/2020 11:40,152696
6/20/2020 12:40,152696
6/20/2020 13:40,152696
6/20/2020 14:40,152696
6/20/2020 15:40,152696
6/20/2020 16:40,152696
6/20/2020 17:40,152696
6/20/2020 18:40,152696
6/20/2020 19:40,152696
6/20/2020 20:40,152696
6/20/2020 21:40,152696
6/20/2020 22:40,152696
6/20/2020 23:40,152696
6/21/2020 0:40,152696
6/21/2020 1:40,152696
6/21/2020 2:40,152696
6/21/2020 3:40,152696
6/21/2020 4:40,152696
6/21/2020 5:40,152696
6/21/2020 6:40,152696
6/21/2020 7:40,152696
6/21/2020 8:40,152696
6/21/2020 9:40,152696
6/21/2020 10:40,152696
6/21/2020 11:40,152696
6/21/2020 12:40,152696
6/21/2020 13:40,152696
6/21/2020 14:40,152696
6/21/2020 15:40,152696
6/21/2020 16:40,152696
6/21/2020 17:40,152696
6/21/2020 18:40,152696
6/21/2020 19:40,152696
6/21/2020 20:40,152696
6/21/2020 21:40,152696
6/21/2020 22:40,152696
6/21/2020 23:40,152696
6/22/2020 0:40,152696
6/22/2020 1:40,152696
6/22/2020 2:40,152696
6/22/2020 3:40,152696
6/22/2020 4:40,152696
6/22/2020 5:40,152696
6/22/2020 6:40,152696
6/22/2020 7:40,152696
6/22/2020 8:40,152696
6/22/2020 9:40,152696
6/22/2020 10:40,152696
6/22/2020 11:40,152696
6/22/2020 12:40,152696
6/22/2020 13:40,152782
6/22/2020 14:40,152925
6/22/2020 15:40,152355
6/22/2020 16:40,152006
6/22/2020 17:40,151802
6/22/2020 18:40,151558
6/22/2020 19:40,151040
6/22/2020 20:40,149119
6/22/2020 21:40,148881
6/22/2020 22:40,148834
6/22/2020 23:40,148834
6/23/2020 0:40,148834
6/23/2020 1:40,148834
6/23/2020 2:40,148834
6/23/2020 3:40,148834
6/23/2020 4:40,148834
6/23/2020 5:40,148812
6/23/2020 6:40,148812
6/23/2020 7:40,148812
6/23/2020 8:40,148812
6/23/2020 9:40,148812
6/23/2020 10:40,148812
6/23/2020 11:40,148812
6/23/2020 12:40,148812
6/23/2020 13:40,148758
6/23/2020 14:40,148531
6/23/2020 15:40,148325
6/23/2020 16:40,148222
6/23/2020 17:40,147843
6/23/2020 18:40,147633
6/23/2020 19:40,147613
6/23/2020 20:40,146362
6/23/2020 21:40,146276
6/23/2020 22:40,146272
6/23/2020 23:40,146272
6/24/2020 0:40,146272
6/24/2020 1:40,146272
6/24/2020 2:40,146272
6/24/2020 3:40,146254
6/24/2020 4:40,146254
6/24/2020 5:40,146254
6/24/2020 6:40,146254
6/24/2020 7:40,146253
6/24/2020 8:40,146251
6/24/2020 9:40,146251
6/24/2020 10:40,146251
6/24/2020 11:40,146251
6/24/2020 12:40,146251
6/24/2020 13:40,146251
6/24/2020 14:40,146291
6/24/2020 15:40,146260
6/24/2020 16:40,145955
6/24/2020 17:40,146191
6/24/2020 18:40,146242
6/24/2020 19:40,146140
6/24/2020 20:40,145882
6/24/2020 21:40,145850
6/24/2020 22:40,145819
6/24/2020 23:40,145819
6/25/2020 0:40,145819
6/25/2020 1:40,145819
6/25/2020 2:40,145819
6/25/2020 3:40,145819
6/25/2020 4:40,145819
6/25/2020 5:40,145815
6/25/2020 6:40,145800
6/25/2020 7:40,145800
6/25/2020 8:40,145800
6/25/2020 9:40,145800
6/25/2020 10:40,145800
6/25/2020 11:40,145800
6/25/2020 13:05,145789
6/25/2020 13:40,145789
6/25/2020 14:40,145015
6/25/2020 15:40,144874
6/25/2020 16:40,144724
6/25/2020 17:40,144569
6/25/2020 18:40,144481
6/25/2020 19:40,144343
6/25/2020 20:40,144443
6/25/2020 21:40,144496
6/25/2020 22:40,144517
6/25/2020 23:40,144517
6/26/2020 0:40,144517
6/26/2020 1:40,144517
6/26/2020 2:40,144517
6/26/2020 3:40,144517
6/26/2020 4:40,144502
6/26/2020 5:40,144501
6/26/2020 6:40,144501
6/26/2020 7:40,144501
6/26/2020 8:40,144501
6/26/2020 9:40,144501
6/26/2020 10:40,144501
6/26/2020 11:40,144501
6/26/2020 12:40,144501
6/26/2020 13:40,144499
6/26/2020 14:40,144580
6/26/2020 15:40,144400
6/26/2020 16:40,144384
6/26/2020 17:40,144238
6/26/2020 18:40,144240
6/26/2020 19:40,144194
6/26/2020 20:40,144364
6/26/2020 21:40,144538
6/26/2020 22:40,144667
6/26/2020 23:40,144667
6/27/2020 0:40,144667
6/27/2020 1:40,144667
6/27/2020 2:40,144667
6/27/2020 3:40,144667
6/27/2020 4:40,144653
6/27/2020 5:40,144676
6/27/2020 6:40,144676
6/27/2020 7:40,144676
6/27/2020 8:40,144676
6/27/2020 9:40,144676
6/27/2020 10:40,144676
6/27/2020 11:40,144676
6/27/2020 12:40,144676
6/27/2020 13:40,144676
6/27/2020 14:40,144676
6/27/2020 15:40,144676
6/27/2020 16:40,144676
6/27/2020 17:40,144676
6/27/2020 18:40,144676
6/27/2020 19:40,144676
6/27/2020 20:40,144676
6/27/2020 21:40,144676
6/27/2020 22:40,144676
6/27/2020 23:40,144676
6/28/2020 0:40,144676
6/28/2020 1:40,144676
6/28/2020 2:40,144676
6/28/2020 3:40,144676
6/28/2020 4:40,144676
6/28/2020 5:40,144676
6/28/2020 6:40,144676
6/28/2020 7:40,144676
6/28/2020 8:40,144676
6/28/2020 9:40,144676
6/28/2020 10:40,144676
6/28/2020 11:40,144676
6/28/2020 12:40,144676
6/28/2020 13:40,144676
6/28/2020 14:40,144676
6/28/2020 15:40,144676
6/28/2020 16:40,144676
6/28/2020 17:40,144676
6/28/2020 18:40,144676
6/28/2020 19:40,144676
6/28/2020 20:40,144676
6/28/2020 21:40,144676
6/28/2020 22:40,144676
6/28/2020 23:40,144676
6/29/2020 0:40,144676
6/29/2020 1:40,144676
6/29/2020 2:40,144676
6/29/2020 3:40,144676
6/29/2020 4:40,144676
6/29/2020 5:40,144676
6/29/2020 6:40,144676
6/29/2020 7:40,144676
6/29/2020 8:40,144676
6/29/2020 9:40,144676
6/29/2020 10:40,144676
6/29/2020 11:40,144676
6/29/2020 12:40,144676
6/29/2020 13:40,144686
6/29/2020 14:40,146750
6/29/2020 15:40,147454
6/29/2020 16:40,148012
6/29/2020 17:40,148345
6/29/2020 18:40,148623
6/29/2020 19:40,148954
6/29/2020 20:40,149149
6/29/2020 21:40,149230
6/29/2020 22:40,149316
6/29/2020 23:40,149316
6/30/2020 0:40,149316
6/30/2020 1:40,149316
6/30/2020 2:40,149316
6/30/2020 3:40,149316
6/30/2020 4:40,149316
6/30/2020 5:40,149316
6/30/2020 6:40,149316
6/30/2020 7:40,149300
6/30/2020 8:40,149300
6/30/2020 9:40,149300
6/30/2020 10:40,149300
6/30/2020 11:40,149300
6/30/2020 12:40,149300
6/30/2020 13:40,149284
6/30/2020 14:40,149607
6/30/2020 15:40,149791
6/30/2020 16:40,149594
6/30/2020 17:40,149395
6/30/2020 18:40,149259
6/30/2020 19:40,149155
6/30/2020 20:40,149276
6/30/2020 21:40,149282
6/30/2020 22:40,149265
6/30/2020 23:40,149265
7/1/2020 0:40,149265
7/1/2020 1:40,149265
7/1/2020 2:40,149265
7/1/2020 3:40,149265
7/1/2020 4:40,149254
7/1/2020 5:40,149253
7/1/2020 6:40,149253
7/1/2020 7:40,149253
7/1/2020 8:40,149253
7/1/2020 9:40,149253
7/1/2020 10:40,149253
7/1/2020 11:40,149253
7/1/2020 13:04,149261
7/1/2020 13:40,149261
7/1/2020 14:40,149441
7/1/2020 15:40,149340
7/1/2020 16:40,149287
7/1/2020 17:40,149287
7/1/2020 18:40,148808
7/1/2020 19:40,148633
7/1/2020 20:40,148674
7/1/2020 21:40,148716
7/1/2020 22:40,148753
7/1/2020 23:40,148753
7/2/2020 0:40,148753
7/2/2020 1:40,148753
7/2/2020 2:40,148753
7/2/2020 3:40,148753
7/2/2020 4:40,148741
7/2/2020 5:40,148741
7/2/2020 6:40,148741
7/2/2020 7:40,148741
7/2/2020 8:40,148741
7/2/2020 9:40,148741
7/2/2020 10:40,148741
7/2/2020 11:40,148741
7/2/2020 13:07,148747
7/2/2020 13:40,148747
7/2/2020 14:40,149565
7/2/2020 15:40,149548
7/2/2020 16:40,149740
7/2/2020 17:40,149976
7/2/2020 18:40,150024
7/2/2020 19:40,150024
7/2/2020 20:40,149915
7/2/2020 21:40,150111
7/2/2020 22:40,150243
7/2/2020 23:40,150243
7/3/2020 0:40,150243
7/3/2020 1:40,150243
7/3/2020 2:40,150243
7/3/2020 3:40,150243
7/3/2020 4:40,150243
7/3/2020 5:40,150301
7/3/2020 6:40,150293
7/3/2020 7:40,150293
7/3/2020 8:40,150293
7/3/2020 9:40,150293
7/3/2020 10:40,150293
7/3/2020 11:40,150293
7/3/2020 12:40,150293
7/3/2020 13:40,150293
7/3/2020 14:40,150293
7/3/2020 15:40,150293
7/3/2020 16:40,150293
7/3/2020 17:40,150293
7/3/2020 18:40,150293
7/3/2020 19:40,150293
7/3/2020 20:40,150293
7/3/2020 21:40,150293
7/3/2020 22:40,150293
7/3/2020 23:40,150293
7/4/2020 0:40,150293
7/4/2020 1:40,150293
7/4/2020 2:40,150293
7/4/2020 3:40,150293
7/4/2020 4:40,150293
7/4/2020 5:40,150293
7/4/2020 6:40,150293
7/4/2020 7:40,150293
7/4/2020 8:40,150293
7/4/2020 9:40,150293
7/4/2020 11:34,150293
7/4/2020 11:42,150293
7/4/2020 12:40,150293
7/4/2020 13:40,150293
7/4/2020 14:40,150293
7/4/2020 15:40,150293
7/4/2020 16:40,150293
7/4/2020 17:40,150293
7/4/2020 18:40,150293
7/4/2020 19:40,150293
7/4/2020 20:40,150293
7/4/2020 21:40,150293
7/4/2020 22:40,150293
7/4/2020 23:40,150293
7/5/2020 0:40,150293
7/5/2020 1:40,150293
7/5/2020 2:40,150293
7/5/2020 3:40,150293
7/5/2020 4:40,150293
7/5/2020 5:40,150293
7/5/2020 6:40,150293
7/5/2020 7:40,150293
7/5/2020 8:40,150293
7/5/2020 9:40,150293
7/5/2020 11:31,150293
7/5/2020 11:44,150293
7/5/2020 12:40,150293
7/5/2020 13:40,150293
7/5/2020 14:40,150293
7/5/2020 15:40,150293
7/5/2020 16:40,150293
7/5/2020 17:40,150293
7/5/2020 18:40,150293
7/5/2020 19:40,150293
7/5/2020 20:40,150293
7/5/2020 21:40,150293
7/5/2020 22:40,150293
7/5/2020 23:40,150293
7/6/2020 0:40,150293
7/6/2020 1:40,150293
7/6/2020 2:40,150293
7/6/2020 3:40,150293
7/6/2020 4:40,150293
7/6/2020 5:40,150293
7/6/2020 6:40,150293
7/6/2020 7:40,150293
7/6/2020 8:40,150293
7/6/2020 9:40,150293
7/6/2020 11:38,150293
7/6/2020 11:48,150293
7/6/2020 14:06,151274
7/6/2020 14:14,151274
7/6/2020 14:40,151274
7/6/2020 15:40,151274
7/6/2020 16:40,153150
7/6/2020 17:40,153150
7/6/2020 18:40,152796
7/6/2020 19:40,152932
7/6/2020 20:40,153701
7/6/2020 21:40,153894
7/6/2020 22:40,153976
7/6/2020 23:40,153976
7/7/2020 0:40,153976
7/7/2020 1:40,153976
7/7/2020 2:40,153976
7/7/2020 3:40,153968
7/7/2020 4:40,153968
7/7/2020 5:40,153969
7/7/2020 6:40,153969
7/7/2020 7:40,153969
7/7/2020 8:40,153969
7/7/2020 11:20,153969
7/7/2020 11:21,153969
7/7/2020 11:40,153969
7/7/2020 12:40,153969
7/7/2020 13:40,154022
7/7/2020 14:40,152481
7/7/2020 15:40,151806
7/7/2020 16:40,152235
7/7/2020 17:40,152141
7/7/2020 18:40,152112
7/7/2020 19:40,152038
7/7/2020 20:40,151834
7/7/2020 21:40,152056
7/7/2020 22:40,152178
7/7/2020 23:40,152178
7/8/2020 0:40,152178
7/8/2020 1:40,152178
7/8/2020 2:40,152178
7/8/2020 3:40,152159
7/8/2020 4:40,152159
7/8/2020 5:40,152158
7/8/2020 6:40,152158
7/8/2020 7:40,152158
7/8/2020 8:40,152158
7/8/2020 11:46,152158
7/8/2020 11:46,152158
7/8/2020 11:49,152158
7/8/2020 13:08,152180
7/8/2020 13:40,152180
7/8/2020 14:40,155606
7/8/2020 15:40,156580
7/8/2020 16:40,157280
7/8/2020 17:40,157280
7/8/2020 18:40,157280
7/8/2020 19:40,160062
7/8/2020 20:40,161123
7/8/2020 21:40,161271
7/8/2020 22:40,161382
7/8/2020 23:40,161382
7/9/2020 0:40,161382
7/9/2020 1:40,161382
7/9/2020 18:40,162400
7/9/2020 18:40,162400
7/9/2020 18:56,162400
7/9/2020 19:41,163007
7/9/2020 20:40,163178
7/9/2020 21:40,163193
7/9/2020 22:40,163200
7/9/2020 23:40,163200
7/10/2020 0:40,163200
7/10/2020 1:40,163200
7/10/2020 2:40,163200
7/10/2020 3:40,163195
7/10/2020 4:40,163195
7/10/2020 5:40,163195
7/10/2020 6:40,163195
7/10/2020 7:40,163195
7/10/2020 8:40,163195
7/10/2020 11:40,163195
7/10/2020 11:46,163195
7/10/2020 11:55,163195
7/10/2020 13:08,163161
7/10/2020 13:40,163161
7/10/2020 14:40,163161
7/10/2020 15:40,162328
7/10/2020 16:40,162420
7/10/2020 17:40,162542
7/10/2020 18:40,162984
7/10/2020 19:40,163132
7/10/2020 20:40,163181
7/10/2020 21:40,163188
7/10/2020 22:40,163222
7/10/2020 23:40,163222
7/11/2020 0:40,163222
7/11/2020 1:40,163222
7/11/2020 2:40,163222
7/11/2020 3:40,163222
7/11/2020 4:40,163215
7/11/2020 5:40,163246
7/11/2020 6:40,163246
7/11/2020 7:40,163246
7/11/2020 8:40,163246
7/11/2020 11:45,163246
7/11/2020 11:49,163246
7/11/2020 11:52,163246
7/11/2020 12:40,163246
7/11/2020 13:40,163246
7/11/2020 14:40,163246
7/11/2020 15:40,163246
7/11/2020 16:40,163246
7/11/2020 17:40,163246
7/11/2020 18:40,163246
7/11/2020 19:40,163246
7/11/2020 20:40,163246
7/11/2020 21:40,163246
7/11/2020 22:40,163246
7/11/2020 23:40,163246
7/12/2020 0:40,163246
7/12/2020 1:40,163246
7/12/2020 2:40,163246
7/12/2020 3:40,163246
7/12/2020 4:40,163246
7/12/2020 5:40,163246
7/12/2020 6:40,163246
7/12/2020 7:40,163246
7/12/2020 8:40,163246
7/12/2020 11:30,163246
7/12/2020 11:31,163246
7/12/2020 11:50,163246
7/12/2020 12:40,163246
7/12/2020 13:40,163246
7/12/2020 14:40,163246
7/12/2020 15:40,163246
7/12/2020 16:40,163246
7/12/2020 17:40,163246
7/12/2020 18:40,163246
7/12/2020 19:40,163246
7/12/2020 20:40,163246
7/12/2020 21:40,163246
7/12/2020 22:40,163246
7/12/2020 23:40,163246
7/13/2020 0:40,163246
7/13/2020 1:40,163246
7/13/2020 2:40,163246
7/13/2020 3:40,163246
7/13/2020 4:40,163246
7/13/2020 5:40,163246
7/13/2020 6:40,163246
7/13/2020 7:40,163246
7/13/2020 8:40,163246
7/13/2020 11:53,163246
7/13/2020 11:53,163246
7/13/2020 11:54,163246
7/13/2020 12:40,163246
7/13/2020 13:40,163242
7/13/2020 14:40,163757
7/13/2020 15:40,163757
7/13/2020 16:40,163748
7/13/2020 17:40,163647
7/13/2020 18:40,163568
7/13/2020 19:40,163464
7/13/2020 20:40,163059
7/13/2020 21:40,163019
7/13/2020 22:40,163021
7/13/2020 23:40,163021
7/14/2020 0:40,163021
7/14/2020 1:40,163021
7/14/2020 2:40,163021
7/14/2020 3:40,163021
7/14/2020 4:40,163021
7/14/2020 5:40,163023
7/14/2020 6:40,163023
7/14/2020 7:40,163015
7/14/2020 8:40,163015
7/14/2020 12:03,163015
7/14/2020 12:05,163015
7/14/2020 12:13,163015
7/14/2020 12:40,163015
7/14/2020 13:40,163012
7/14/2020 14:40,162246
7/14/2020 15:40,161668
7/14/2020 16:40,161509
7/14/2020 17:40,161408
7/14/2020 18:40,161345
7/14/2020 19:40,161272
7/14/2020 20:40,161210
7/14/2020 21:40,161201
7/14/2020 22:40,161188
7/14/2020 23:40,161188
7/15/2020 0:40,161188
7/15/2020 1:40,161188
7/15/2020 2:27,161188
7/15/2020 2:35,161188
7/15/2020 2:42,161188
7/15/2020 2:50,161188
7/15/2020 2:58,161188
7/15/2020 3:12,161188
7/15/2020 3:19,161188
7/15/2020 3:27,161188
7/15/2020 3:35,161188
7/15/2020 3:43,161188
7/15/2020 3:51,161188
7/15/2020 3:58,161188
7/15/2020 4:06,161179
7/15/2020 4:14,161179
7/15/2020 4:22,161179
7/15/2020 4:29,161179
7/15/2020 4:37,161179
7/15/2020 4:45,161179
7/15/2020 4:53,161179
7/15/2020 5:01,161179
7/15/2020 5:07,161179
7/15/2020 12:15,161180
7/15/2020 12:23,161180
7/15/2020 12:31,161180
7/15/2020 12:39,161180
7/15/2020 12:47,161180
7/15/2020 12:55,161180
7/15/2020 13:03,161180
7/15/2020 13:11,161161
7/15/2020 13:19,161161
7/15/2020 13:28,161161
7/15/2020 13:36,161161
7/15/2020 13:44,161161
7/15/2020 13:52,161161
7/15/2020 13:59,161161
7/15/2020 14:08,161161
